@relation '264019L1 2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lz?y-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R4-precision6'

@attribute 'okres w jakim bêdzie pobiera³ dochód' numeric
@attribute 'okres w jakim pobiera³ dochód' numeric
@attribute p³eæ {kobieta,mê¿czyzna}
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute 'kwota kredytu' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'rodzaj Ÿród³a dochodu' numeric
@attribute 'status pozyczki' {dobry,z?y}

@data
48,85,kobieta,'\'(30.4-42.8]\'',277.34,2,1770,11,dobry
48,25,kobieta,'\'(55.2-67.6]\'',800,2,3700,13,dobry
48,25,mê¿czyzna,'\'(-inf-30.4]\'',200,0,1032,11,z?y
48,26,mê¿czyzna,'\'(30.4-42.8]\'',400,2,3500,11,dobry
48,115,kobieta,'\'(42.8-55.2]\'',200,2,1400,11,dobry
48,91,kobieta,'\'(42.8-55.2]\'',300,2,763,11,dobry
48,95,kobieta,'\'(55.2-67.6]\'',200,0,1083.23,13,dobry
48,14,mê¿czyzna,'\'(55.2-67.6]\'',500,1,1272,13,dobry
0,3,mê¿czyzna,'\'(55.2-67.6]\'',250,2,685,99,dobry
48,252,mê¿czyzna,'\'(67.6-inf)\'',200,0,1519,13,dobry
48,156,kobieta,'\'(67.6-inf)\'',200,2,803.86,13,dobry
5,11,mê¿czyzna,'\'(30.4-42.8]\'',800,0,1743,12,z?y
4,76,mê¿czyzna,'\'(55.2-67.6]\'',500,0,961,12,z?y
48,7,mê¿czyzna,'\'(55.2-67.6]\'',400,1,1193.65,13,dobry
48,347,mê¿czyzna,'\'(42.8-55.2]\'',200,0,1566.82,11,dobry
16,15,mê¿czyzna,'\'(-inf-30.4]\'',500,0,1032.34,12,z?y
48,119,kobieta,'\'(55.2-67.6]\'',200,0,1031,13,dobry
48,159,kobieta,'\'(55.2-67.6]\'',400,1,1149.06,13,dobry
48,202,kobieta,'\'(67.6-inf)\'',400,2,1412,13,dobry
48,74,mê¿czyzna,'\'(55.2-67.6]\'',381.29,2,1591,13,dobry
48,132,kobieta,'\'(55.2-67.6]\'',200,1,755.1,16,dobry
48,177,kobieta,'\'(42.8-55.2]\'',327,2,2065.98,11,dobry
16,7,mê¿czyzna,'\'(-inf-30.4]\'',300,1,1400,12,dobry
4,31,mê¿czyzna,'\'(30.4-42.8]\'',800,0,1500,12,dobry
48,78,kobieta,'\'(55.2-67.6]\'',789.27,2,860,13,dobry
48,175,kobieta,'\'(42.8-55.2]\'',300,0,1079,11,z?y
48,58,kobieta,'\'(42.8-55.2]\'',400,2,2800,11,dobry
48,367,kobieta,'\'(67.6-inf)\'',200,0,1167.94,13,dobry
48,245,mê¿czyzna,'\'(67.6-inf)\'',700,2,2802,13,dobry
48,197,mê¿czyzna,'\'(42.8-55.2]\'',200,1,1045,16,dobry
45,141,mê¿czyzna,'\'(55.2-67.6]\'',500,2,1485,17,z?y
0,2,mê¿czyzna,'\'(-inf-30.4]\'',200,0,1035,12,z?y
48,43,mê¿czyzna,'\'(30.4-42.8]\'',300,2,1300,11,dobry
1,156,kobieta,'\'(42.8-55.2]\'',800,0,1792,12,z?y
48,219,mê¿czyzna,'\'(55.2-67.6]\'',200,2,1162,13,dobry
48,182,kobieta,'\'(55.2-67.6]\'',300,1,1094,13,dobry
48,118,kobieta,'\'(55.2-67.6]\'',200,2,1635,13,dobry
48,73,mê¿czyzna,'\'(30.4-42.8]\'',1000,0,30000,98,z?y
48,75,kobieta,'\'(30.4-42.8]\'',300,0,1033.52,11,z?y
48,74,kobieta,'\'(55.2-67.6]\'',300,0,917,13,dobry
48,117,kobieta,'\'(67.6-inf)\'',600,2,2120,13,dobry
48,88,kobieta,'\'(55.2-67.6]\'',200,0,985.9,13,dobry
48,26,mê¿czyzna,'\'(55.2-67.6]\'',400,2,1313.41,16,dobry
48,121,kobieta,'\'(55.2-67.6]\'',400,1,1233,13,dobry
48,139,mê¿czyzna,'\'(55.2-67.6]\'',300,0,1611,13,dobry
48,55,mê¿czyzna,'\'(55.2-67.6]\'',200,0,819,13,dobry
48,220,kobieta,'\'(55.2-67.6]\'',500,3,714,13,dobry
48,91,kobieta,'\'(42.8-55.2]\'',500,2,3000,11,dobry
48,139,kobieta,'\'(55.2-67.6]\'',470.41,2,919,13,z?y
48,82,kobieta,'\'(30.4-42.8]\'',600,1,5000,98,dobry
16,7,mê¿czyzna,'\'(30.4-42.8]\'',250,2,700,12,dobry
48,160,kobieta,'\'(67.6-inf)\'',500,2,951,13,dobry
48,111,kobieta,'\'(55.2-67.6]\'',400,2,1013.74,13,dobry
48,83,kobieta,'\'(55.2-67.6]\'',400,1,1500,11,dobry
48,21,kobieta,'\'(55.2-67.6]\'',200,0,1145.25,13,z?y
48,188,kobieta,'\'(30.4-42.8]\'',300,2,1200,11,z?y
48,34,kobieta,'\'(55.2-67.6]\'',521.49,2,1525.46,13,dobry
48,26,kobieta,'\'(55.2-67.6]\'',700,2,5100,13,dobry
48,33,mê¿czyzna,'\'(-inf-30.4]\'',200,0,2327.94,11,dobry
17,7,mê¿czyzna,'\'(42.8-55.2]\'',241.15,2,1030,12,dobry
48,49,mê¿czyzna,'\'(42.8-55.2]\'',600,0,2000,11,dobry
48,61,kobieta,'\'(42.8-55.2]\'',900,3,2300,16,dobry
48,311,kobieta,'\'(42.8-55.2]\'',400,0,1796,11,z?y
28,10,kobieta,'\'(30.4-42.8]\'',400,2,660,12,dobry
40,27,kobieta,'\'(42.8-55.2]\'',300,1,1009.34,12,dobry
48,7,mê¿czyzna,'\'(42.8-55.2]\'',200,2,1030,12,dobry
27,33,mê¿czyzna,'\'(55.2-67.6]\'',400,0,1600,12,dobry
48,77,kobieta,'\'(55.2-67.6]\'',400,0,1425,13,dobry
4,20,kobieta,'\'(42.8-55.2]\'',281.29,2,1350,12,dobry
15,10,mê¿czyzna,'\'(-inf-30.4]\'',200,3,1000,12,dobry
4,7,kobieta,'\'(42.8-55.2]\'',600,2,1675,12,dobry
48,79,kobieta,'\'(55.2-67.6]\'',500,0,717.96,13,z?y
0,9,mê¿czyzna,'\'(-inf-30.4]\'',700,2,1800,12,dobry
11,1,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1227,12,z?y
48,55,kobieta,'\'(55.2-67.6]\'',200,2,856,13,dobry
48,7,mê¿czyzna,'\'(30.4-42.8]\'',300,1,2700,11,dobry
48,76,mê¿czyzna,'\'(55.2-67.6]\'',300,1,1300,13,z?y
48,18,kobieta,'\'(55.2-67.6]\'',400,2,1684,13,dobry
48,159,mê¿czyzna,'\'(55.2-67.6]\'',200,0,1800,11,dobry
0,12,kobieta,'\'(30.4-42.8]\'',498.47,2,1600,12,dobry
48,244,kobieta,'\'(67.6-inf)\'',200,2,616,13,dobry
1,6,mê¿czyzna,'\'(55.2-67.6]\'',300,0,900,12,z?y
48,9,kobieta,'\'(55.2-67.6]\'',200,1,984,13,dobry
48,127,kobieta,'\'(55.2-67.6]\'',700,0,1650,13,z?y
48,59,kobieta,'\'(30.4-42.8]\'',275.97,2,1000,11,dobry
48,43,mê¿czyzna,'\'(42.8-55.2]\'',400,0,2324,11,z?y
6,29,mê¿czyzna,'\'(42.8-55.2]\'',445.67,1,1574.45,12,dobry
48,37,mê¿czyzna,'\'(42.8-55.2]\'',300,2,1700,11,dobry
28,43,kobieta,'\'(42.8-55.2]\'',600,1,830.46,12,dobry
48,49,kobieta,'\'(55.2-67.6]\'',200,1,634,16,dobry
48,209,kobieta,'\'(67.6-inf)\'',200,0,1160,13,dobry
48,44,kobieta,'\'(55.2-67.6]\'',200,2,1500,13,dobry
48,109,mê¿czyzna,'\'(55.2-67.6]\'',250,2,633.56,16,z?y
48,161,mê¿czyzna,'\'(67.6-inf)\'',200,2,910.33,13,dobry
48,84,kobieta,'\'(42.8-55.2]\'',500,0,2139,11,z?y
48,158,kobieta,'\'(30.4-42.8]\'',400,0,1433,11,z?y
19,7,kobieta,'\'(42.8-55.2]\'',227.13,2,2000,12,dobry
48,24,kobieta,'\'(55.2-67.6]\'',200,2,703,16,dobry
21,188,kobieta,'\'(55.2-67.6]\'',900,2,684,17,dobry
20,3,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1200,12,z?y
12,0,mê¿czyzna,'\'(30.4-42.8]\'',400,0,761,99,z?y
48,137,kobieta,'\'(67.6-inf)\'',500,0,640,13,dobry
48,108,mê¿czyzna,'\'(55.2-67.6]\'',1000,0,3519,13,z?y
48,243,kobieta,'\'(67.6-inf)\'',200,2,965,13,dobry
48,97,mê¿czyzna,'\'(42.8-55.2]\'',1569.98,2,2353,11,dobry
48,199,kobieta,'\'(55.2-67.6]\'',200,2,802.83,13,dobry
48,94,kobieta,'\'(55.2-67.6]\'',400,2,1137.19,13,dobry
48,61,mê¿czyzna,'\'(55.2-67.6]\'',800,2,1000,11,dobry
48,243,kobieta,'\'(67.6-inf)\'',1000,2,2421.55,13,dobry
48,84,mê¿czyzna,'\'(55.2-67.6]\'',1000,1,3600,13,dobry
48,43,mê¿czyzna,'\'(55.2-67.6]\'',350,1,1601.87,13,dobry
48,268,kobieta,'\'(67.6-inf)\'',300,2,1239,13,dobry
48,204,mê¿czyzna,'\'(30.4-42.8]\'',900,0,2215,11,z?y
48,41,kobieta,'\'(55.2-67.6]\'',200,1,1100,13,dobry
48,178,kobieta,'\'(30.4-42.8]\'',500,0,950,11,z?y
48,34,mê¿czyzna,'\'(30.4-42.8]\'',400,2,1261.98,11,dobry
48,5,kobieta,'\'(67.6-inf)\'',300,0,1138.01,16,z?y
48,229,mê¿czyzna,'\'(55.2-67.6]\'',350,1,837,16,dobry
18,54,kobieta,'\'(42.8-55.2]\'',200,1,990.34,12,dobry
48,129,kobieta,'\'(55.2-67.6]\'',800,3,930,13,dobry
48,283,kobieta,'\'(42.8-55.2]\'',400,2,3170,11,dobry
20,7,mê¿czyzna,'\'(42.8-55.2]\'',400,3,600,12,dobry
48,7,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1459,11,dobry
48,101,kobieta,'\'(55.2-67.6]\'',300,2,1130,13,dobry
48,10,kobieta,'\'(42.8-55.2]\'',200,0,906.07,16,z?y
22,10,mê¿czyzna,'\'(-inf-30.4]\'',300,1,1400,12,dobry
48,48,mê¿czyzna,'\'(42.8-55.2]\'',300,1,2100,11,dobry
48,135,kobieta,'\'(55.2-67.6]\'',235.97,2,1428.55,13,dobry
48,29,kobieta,'\'(42.8-55.2]\'',500,2,655,16,dobry
48,163,mê¿czyzna,'\'(30.4-42.8]\'',300,2,1800,11,dobry
48,63,kobieta,'\'(55.2-67.6]\'',400,1,1474.55,13,dobry
48,83,kobieta,'\'(42.8-55.2]\'',200,1,1617.68,11,dobry
48,267,mê¿czyzna,'\'(55.2-67.6]\'',500,2,1768.93,13,z?y
48,12,mê¿czyzna,'\'(42.8-55.2]\'',200,2,1400,11,dobry
48,52,kobieta,'\'(42.8-55.2]\'',900,2,5800,11,dobry
8,3,mê¿czyzna,'\'(42.8-55.2]\'',200,0,1440,12,z?y
48,68,kobieta,'\'(55.2-67.6]\'',265.58,2,1189,13,dobry
48,35,kobieta,'\'(55.2-67.6]\'',400,2,1172.2,11,dobry
48,159,kobieta,'\'(55.2-67.6]\'',500,2,1340,16,dobry
48,20,mê¿czyzna,'\'(55.2-67.6]\'',200,1,1672.59,13,dobry
11,49,kobieta,'\'(42.8-55.2]\'',350,1,1031,17,dobry
48,66,kobieta,'\'(55.2-67.6]\'',500,2,1000,13,dobry
48,210,kobieta,'\'(55.2-67.6]\'',200,0,931.37,16,z?y
48,16,kobieta,'\'(55.2-67.6]\'',400,1,1817.24,13,dobry
48,164,mê¿czyzna,'\'(55.2-67.6]\'',900,2,1510,11,dobry
20,52,kobieta,'\'(42.8-55.2]\'',1000,0,1000,12,z?y
0,1,kobieta,'\'(30.4-42.8]\'',500,0,1033,12,z?y
6,3,kobieta,'\'(30.4-42.8]\'',250,0,1200,12,z?y
48,77,kobieta,'\'(55.2-67.6]\'',300,2,997,13,dobry
48,52,kobieta,'\'(55.2-67.6]\'',500,2,1212,13,dobry
48,383,kobieta,'\'(55.2-67.6]\'',300,2,1680,11,dobry
48,91,kobieta,'\'(55.2-67.6]\'',200,0,720.19,13,dobry
48,312,kobieta,'\'(42.8-55.2]\'',1283.66,0,1638,11,dobry
48,87,kobieta,'\'(42.8-55.2]\'',600,2,1700,11,dobry
48,139,kobieta,'\'(67.6-inf)\'',200,3,1442.43,13,dobry
48,161,kobieta,'\'(55.2-67.6]\'',600,2,1400,11,dobry
48,317,kobieta,'\'(42.8-55.2]\'',600,2,2800,11,dobry
48,125,kobieta,'\'(67.6-inf)\'',369.53,0,3541.9,13,dobry
48,21,kobieta,'\'(-inf-30.4]\'',500,1,2100,11,dobry
48,17,kobieta,'\'(30.4-42.8]\'',600,2,1290,11,dobry
5,18,mê¿czyzna,'\'(30.4-42.8]\'',300,0,1884.29,12,dobry
48,559,kobieta,'\'(67.6-inf)\'',200,1,730,13,dobry
48,276,kobieta,'\'(42.8-55.2]\'',500,0,1542.33,11,z?y
48,298,mê¿czyzna,'\'(42.8-55.2]\'',400,0,2284.23,11,dobry
48,113,kobieta,'\'(67.6-inf)\'',200,2,959.6,16,dobry
0,3,mê¿czyzna,'\'(-inf-30.4]\'',200,1,1393.85,99,dobry
48,136,mê¿czyzna,'\'(55.2-67.6]\'',717.26,1,2010,13,dobry
48,69,mê¿czyzna,'\'(55.2-67.6]\'',200,1,12220,13,dobry
48,144,mê¿czyzna,'\'(42.8-55.2]\'',1000,0,2700,11,z?y
48,199,kobieta,'\'(55.2-67.6]\'',500,1,892,16,dobry
48,118,mê¿czyzna,'\'(42.8-55.2]\'',200,3,1360,11,dobry
4,32,kobieta,'\'(42.8-55.2]\'',295.97,1,1050,12,dobry
7,7,kobieta,'\'(30.4-42.8]\'',300,2,1200,12,dobry
48,136,kobieta,'\'(55.2-67.6]\'',300,1,1210,13,dobry
48,187,mê¿czyzna,'\'(42.8-55.2]\'',700,2,3200,11,dobry
48,10,kobieta,'\'(42.8-55.2]\'',450,3,1045.6,16,dobry
48,109,kobieta,'\'(55.2-67.6]\'',300,1,1350,13,dobry
48,124,mê¿czyzna,'\'(42.8-55.2]\'',600,2,1800,11,z?y
24,0,kobieta,'\'(30.4-42.8]\'',300,0,1200,12,z?y
48,239,kobieta,'\'(55.2-67.6]\'',500,2,2249.14,11,dobry
48,62,kobieta,'\'(67.6-inf)\'',200,2,785,13,dobry
48,97,mê¿czyzna,'\'(42.8-55.2]\'',300,1,1688.82,13,dobry
48,23,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1400,11,dobry
48,8,mê¿czyzna,'\'(42.8-55.2]\'',400,3,4000,11,dobry
6,18,mê¿czyzna,'\'(-inf-30.4]\'',300,1,1037.34,12,dobry
3,2,mê¿czyzna,'\'(-inf-30.4]\'',300,2,750,99,dobry
48,137,kobieta,'\'(55.2-67.6]\'',300,1,611,13,dobry
48,195,mê¿czyzna,'\'(67.6-inf)\'',700,2,2098,13,dobry
48,2,mê¿czyzna,'\'(-inf-30.4]\'',500,0,1585,11,z?y
48,12,mê¿czyzna,'\'(67.6-inf)\'',500,2,1700,13,dobry
48,51,mê¿czyzna,'\'(67.6-inf)\'',300,2,940,13,z?y
48,304,kobieta,'\'(42.8-55.2]\'',500,2,1700,11,dobry
41,72,kobieta,'\'(-inf-30.4]\'',800,0,1600,12,z?y
48,6,mê¿czyzna,'\'(55.2-67.6]\'',400,1,1842.86,11,dobry
48,28,mê¿czyzna,'\'(42.8-55.2]\'',300,3,3900,13,dobry
48,378,mê¿czyzna,'\'(55.2-67.6]\'',200,0,461.6,16,z?y
48,352,kobieta,'\'(42.8-55.2]\'',426.61,3,2470,11,dobry
48,340,mê¿czyzna,'\'(42.8-55.2]\'',500,2,1320,11,dobry
48,202,kobieta,'\'(30.4-42.8]\'',400,0,1239.05,11,dobry
48,51,mê¿czyzna,'\'(55.2-67.6]\'',400,2,1261.6,13,dobry
4,6,mê¿czyzna,'\'(30.4-42.8]\'',700,0,3000,12,dobry
48,68,kobieta,'\'(55.2-67.6]\'',300,3,1240,13,dobry
48,29,kobieta,'\'(55.2-67.6]\'',500,0,936,13,dobry
48,245,kobieta,'\'(67.6-inf)\'',200,3,1026,13,dobry
9,2,mê¿czyzna,'\'(42.8-55.2]\'',400,2,1952.35,12,dobry
48,23,kobieta,'\'(42.8-55.2]\'',300,3,1400,11,dobry
48,80,mê¿czyzna,'\'(67.6-inf)\'',1800,1,2612,13,dobry
48,76,kobieta,'\'(55.2-67.6]\'',400,1,1170,13,dobry
48,370,kobieta,'\'(42.8-55.2]\'',300,2,1077.49,11,dobry
5,30,mê¿czyzna,'\'(-inf-30.4]\'',600,0,2187.11,12,z?y
48,199,kobieta,'\'(30.4-42.8]\'',496.61,1,2927,11,dobry
0,3,mê¿czyzna,'\'(55.2-67.6]\'',800,1,2500,12,dobry
0,11,mê¿czyzna,'\'(-inf-30.4]\'',200,3,985,17,dobry
48,73,mê¿czyzna,'\'(30.4-42.8]\'',1000,3,2258,11,dobry
48,73,kobieta,'\'(55.2-67.6]\'',400,2,1090.14,13,dobry
48,68,kobieta,'\'(55.2-67.6]\'',649.84,3,1680,11,dobry
48,203,kobieta,'\'(42.8-55.2]\'',238.78,3,1700,11,dobry
48,151,kobieta,'\'(67.6-inf)\'',500,3,1072,13,dobry
48,255,kobieta,'\'(67.6-inf)\'',300,3,729.03,13,dobry
48,135,kobieta,'\'(67.6-inf)\'',500,0,1124,16,z?y
48,89,kobieta,'\'(55.2-67.6]\'',200,2,1389,16,dobry
48,77,kobieta,'\'(67.6-inf)\'',381.29,3,1291.18,13,dobry
48,209,mê¿czyzna,'\'(55.2-67.6]\'',200,2,763.38,16,dobry
48,74,kobieta,'\'(55.2-67.6]\'',900,2,1370,13,dobry
8,4,mê¿czyzna,'\'(-inf-30.4]\'',900,0,1700,12,z?y
48,316,mê¿czyzna,'\'(42.8-55.2]\'',500,3,2080,11,dobry
48,67,mê¿czyzna,'\'(55.2-67.6]\'',1500,0,3000,98,dobry
48,210,mê¿czyzna,'\'(55.2-67.6]\'',300,3,3000,11,dobry
48,56,kobieta,'\'(-inf-30.4]\'',200,0,1373.34,11,dobry
17,163,kobieta,'\'(-inf-30.4]\'',200,3,1200,17,dobry
48,39,kobieta,'\'(42.8-55.2]\'',300,1,685,16,dobry
48,65,kobieta,'\'(55.2-67.6]\'',400,2,850,13,dobry
0,53,kobieta,'\'(42.8-55.2]\'',400,3,1700,12,dobry
15,70,kobieta,'\'(42.8-55.2]\'',500,3,990,17,dobry
48,111,kobieta,'\'(30.4-42.8]\'',600,2,2400,11,dobry
20,3,mê¿czyzna,'\'(30.4-42.8]\'',296.54,0,1030,12,z?y
48,177,kobieta,'\'(30.4-42.8]\'',903.23,2,1900,11,dobry
48,10,mê¿czyzna,'\'(55.2-67.6]\'',500,1,1600,16,dobry
4,20,kobieta,'\'(-inf-30.4]\'',500,3,1447,12,dobry
48,31,kobieta,'\'(55.2-67.6]\'',300,3,810,13,dobry
48,408,kobieta,'\'(42.8-55.2]\'',400,1,2368.57,11,dobry
48,22,kobieta,'\'(-inf-30.4]\'',378,0,1500,11,dobry
3,5,mê¿czyzna,'\'(42.8-55.2]\'',300,0,1375.47,12,dobry
48,9,kobieta,'\'(42.8-55.2]\'',500,1,4900,11,dobry
48,159,kobieta,'\'(67.6-inf)\'',200,3,1017,13,dobry
48,420,mê¿czyzna,'\'(42.8-55.2]\'',600,3,588,16,dobry
14,10,mê¿czyzna,'\'(-inf-30.4]\'',200,1,1136.86,12,z?y
48,68,kobieta,'\'(55.2-67.6]\'',200,3,910,13,dobry
48,3,kobieta,'\'(-inf-30.4]\'',200,0,600,98,z?y
0,10,kobieta,'\'(-inf-30.4]\'',300,1,1634,12,dobry
48,202,mê¿czyzna,'\'(42.8-55.2]\'',900,2,2500,11,dobry
48,135,kobieta,'\'(67.6-inf)\'',200,0,1076.83,16,z?y
48,139,kobieta,'\'(55.2-67.6]\'',200,3,1216,13,dobry
48,15,kobieta,'\'(55.2-67.6]\'',400,3,1280,13,dobry
48,66,kobieta,'\'(42.8-55.2]\'',600,0,1300,11,dobry
48,13,mê¿czyzna,'\'(30.4-42.8]\'',450,3,2700,11,dobry
48,52,kobieta,'\'(55.2-67.6]\'',500,2,1400,13,dobry
48,116,mê¿czyzna,'\'(30.4-42.8]\'',575.74,3,2050,11,dobry
48,87,mê¿czyzna,'\'(55.2-67.6]\'',500,3,1770,16,dobry
3,18,kobieta,'\'(30.4-42.8]\'',300,0,1865,12,dobry
48,75,mê¿czyzna,'\'(-inf-30.4]\'',382.44,2,1888.27,11,dobry
21,41,mê¿czyzna,'\'(42.8-55.2]\'',300,0,1000,12,dobry
48,118,kobieta,'\'(42.8-55.2]\'',385.97,3,1721.7,11,dobry
48,33,kobieta,'\'(55.2-67.6]\'',700,3,1872,13,dobry
48,179,kobieta,'\'(30.4-42.8]\'',330.68,3,2709.34,11,dobry
48,107,kobieta,'\'(55.2-67.6]\'',400,3,1015,13,dobry
4,16,kobieta,'\'(42.8-55.2]\'',200,2,984.34,12,dobry
48,253,kobieta,'\'(67.6-inf)\'',300,0,1239.98,13,dobry
48,20,kobieta,'\'(55.2-67.6]\'',400,0,1200.29,13,dobry
48,15,kobieta,'\'(30.4-42.8]\'',500,0,1183,11,z?y
48,59,kobieta,'\'(55.2-67.6]\'',200,2,2113.24,13,dobry
48,62,mê¿czyzna,'\'(-inf-30.4]\'',600,3,2700,11,dobry
48,40,kobieta,'\'(55.2-67.6]\'',400,2,1454.91,13,dobry
48,232,kobieta,'\'(67.6-inf)\'',200,1,907,13,dobry
48,77,mê¿czyzna,'\'(67.6-inf)\'',300,2,1457,13,z?y
48,32,kobieta,'\'(42.8-55.2]\'',400,0,1300,11,dobry
1,4,mê¿czyzna,'\'(42.8-55.2]\'',400,2,1963.88,12,dobry
48,51,kobieta,'\'(42.8-55.2]\'',500,3,1800,11,dobry
4,84,kobieta,'\'(42.8-55.2]\'',500,0,1356,12,z?y
48,210,kobieta,'\'(55.2-67.6]\'',281.29,1,1906.42,11,dobry
48,21,kobieta,'\'(-inf-30.4]\'',300,0,1300,11,z?y
48,148,mê¿czyzna,'\'(55.2-67.6]\'',500,3,1900,13,dobry
48,137,kobieta,'\'(55.2-67.6]\'',600,3,1050,13,dobry
48,17,kobieta,'\'(30.4-42.8]\'',498.26,3,4000,98,dobry
48,67,kobieta,'\'(55.2-67.6]\'',900,3,1820,13,dobry
3,9,kobieta,'\'(42.8-55.2]\'',300,0,645.31,99,z?y
48,13,kobieta,'\'(55.2-67.6]\'',300,1,1399.99,13,dobry
48,164,kobieta,'\'(55.2-67.6]\'',400,3,1085,13,dobry
48,191,kobieta,'\'(55.2-67.6]\'',400,1,1730.13,11,dobry
48,113,kobieta,'\'(55.2-67.6]\'',300,0,1650,13,dobry
2,5,mê¿czyzna,'\'(30.4-42.8]\'',300,0,1457,12,z?y
48,393,mê¿czyzna,'\'(55.2-67.6]\'',200,2,1500,11,dobry
48,48,mê¿czyzna,'\'(55.2-67.6]\'',300,0,1660,11,dobry
48,195,kobieta,'\'(67.6-inf)\'',200,2,722.05,13,dobry
48,27,kobieta,'\'(30.4-42.8]\'',799.85,1,2050,11,dobry
5,7,mê¿czyzna,'\'(42.8-55.2]\'',200,0,988,12,z?y
28,31,mê¿czyzna,'\'(-inf-30.4]\'',200,0,1100,12,dobry
48,32,kobieta,'\'(42.8-55.2]\'',600,3,1443,11,dobry
32,98,mê¿czyzna,'\'(-inf-30.4]\'',200,3,728,17,dobry
48,36,mê¿czyzna,'\'(42.8-55.2]\'',300,0,2100,11,dobry
48,164,mê¿czyzna,'\'(55.2-67.6]\'',400,2,1503,13,dobry
48,54,kobieta,'\'(55.2-67.6]\'',500,3,1362,13,dobry
48,37,kobieta,'\'(55.2-67.6]\'',300,3,1244.77,13,dobry
48,393,kobieta,'\'(42.8-55.2]\'',200,3,932.34,11,dobry
48,38,kobieta,'\'(-inf-30.4]\'',300,2,901,11,dobry
8,25,kobieta,'\'(55.2-67.6]\'',200,1,1100,17,dobry
48,199,mê¿czyzna,'\'(55.2-67.6]\'',667.26,3,3040,13,dobry
48,119,kobieta,'\'(30.4-42.8]\'',500,3,2700,11,dobry
48,119,kobieta,'\'(30.4-42.8]\'',500,3,3100,11,dobry
48,268,mê¿czyzna,'\'(42.8-55.2]\'',299.97,1,3217,11,z?y
48,123,kobieta,'\'(55.2-67.6]\'',300,1,1125,13,dobry
48,99,mê¿czyzna,'\'(55.2-67.6]\'',300,3,2110,13,dobry
48,126,kobieta,'\'(67.6-inf)\'',300,3,865,13,dobry
6,6,kobieta,'\'(-inf-30.4]\'',300,2,1300,12,dobry
48,27,kobieta,'\'(42.8-55.2]\'',400,3,1362,16,dobry
0,2,kobieta,'\'(-inf-30.4]\'',300,2,1500,12,dobry
48,89,kobieta,'\'(55.2-67.6]\'',392.14,3,1668,13,dobry
48,76,kobieta,'\'(55.2-67.6]\'',200,1,983.97,11,dobry
2,8,kobieta,'\'(30.4-42.8]\'',200,3,980,12,dobry
48,195,kobieta,'\'(30.4-42.8]\'',500,2,1700,11,dobry
48,109,mê¿czyzna,'\'(67.6-inf)\'',600,1,2015.55,13,z?y
48,49,mê¿czyzna,'\'(55.2-67.6]\'',200,0,1217,13,dobry
48,55,mê¿czyzna,'\'(55.2-67.6]\'',200,1,819,13,dobry
48,46,mê¿czyzna,'\'(55.2-67.6]\'',200,0,650.77,16,z?y
48,110,mê¿czyzna,'\'(42.8-55.2]\'',600,3,2673.17,12,dobry
48,13,kobieta,'\'(55.2-67.6]\'',231.29,1,1107,13,dobry
48,69,kobieta,'\'(67.6-inf)\'',1000,0,2291,13,dobry
48,244,kobieta,'\'(55.2-67.6]\'',600,3,1400,13,dobry
48,134,kobieta,'\'(55.2-67.6]\'',300,2,634.64,16,dobry
48,96,kobieta,'\'(42.8-55.2]\'',300,3,911,98,dobry
48,119,kobieta,'\'(42.8-55.2]\'',300,3,992.84,11,dobry
48,55,mê¿czyzna,'\'(-inf-30.4]\'',300,3,1000,11,dobry
48,43,mê¿czyzna,'\'(67.6-inf)\'',450,3,2000,13,dobry
48,138,mê¿czyzna,'\'(67.6-inf)\'',300,0,1180,13,dobry
48,113,kobieta,'\'(55.2-67.6]\'',400,1,1175,13,z?y
48,185,mê¿czyzna,'\'(55.2-67.6]\'',500,2,2100,11,dobry
4,19,kobieta,'\'(30.4-42.8]\'',200,2,1382,12,dobry
48,120,kobieta,'\'(42.8-55.2]\'',300,3,1072.89,16,dobry
48,60,kobieta,'\'(30.4-42.8]\'',200,3,1037.34,11,dobry
48,23,kobieta,'\'(42.8-55.2]\'',300,3,2200,98,dobry
48,136,mê¿czyzna,'\'(55.2-67.6]\'',500,0,1896.86,11,z?y
48,359,kobieta,'\'(42.8-55.2]\'',200,2,1493.98,11,dobry
48,160,kobieta,'\'(55.2-67.6]\'',400,0,1062,13,z?y
48,86,kobieta,'\'(55.2-67.6]\'',1000,3,2670,11,dobry
0,50,kobieta,'\'(42.8-55.2]\'',200,0,1100,99,dobry
48,21,mê¿czyzna,'\'(55.2-67.6]\'',376.37,3,1500,13,dobry
